material,Carbon_LMA10
material_batch,Test
temperature,87.300
adsorbate,Ar
date,21/05/2010 00:00
t_act,200.0
user,PI
lab,MADIREL
machine,Triflex
type,calorimetry
project,ACRONYM
iso_type,Isotherme
is_real,true
pressure_unit,kPa
pressure_mode,relative
loading_basis,molar
loading_unit,cm3(STP)
adsorbent_basis,mass
adsorbent_unit,g
data
pressure,loading
9.82E-06, 0.004446897
2.04E-05, 0.019081761
5.10E-05, 0.02303803
7.04E-05, 0.02369916
8.32E-05, 0.036198438
9.60E-05, 0.053818634
0.00016047, 0.063989181
0.00026554, 0.098813771
0.00034209, 0.12428642
0.00058726, 0.207724147
0.00123357, 0.423394467
0.00160473, 0.505668055
0.00308055, 0.716402163
0.00574851, 0.949185998
0.00831957, 1.078940905
0.01070805, 1.153733488
0.01214353, 1.186824761
0.01370239, 1.224156357
0.01570822, 1.263170108
0.01802586, 1.288557212
0.02064989, 1.319217109
0.02359458, 1.344167963
0.02891659, 1.368691196
0.0312283, 1.373527926
0.03493375, 1.386657487
0.03908301, 1.414815336
0.04290497, 1.434600328
0.04941448, 1.445371731
0.05720449, 1.484385831
0.06438413, 1.498339733
0.07039935, 1.526633485
0.07635671, 1.544573619
0.08245729, 1.561844102
0.08618729, 1.570927051
0.09723496, 1.612475171
0.10213188, 1.628373976
0.11182984, 1.657332582
0.12266302, 1.687132414
0.13452307, 1.726917791
0.15120782, 1.775697972
0.16266403, 1.82586599
0.17332344, 1.856558315
0.18687477, 1.917160619
0.19276984, 1.93587798
0.20616791, 1.973713443
0.22537268, 2.036370718
0.23665109, 2.0700078
0.24916867, 2.113606254
0.26102109, 2.16649182
0.2745616, 2.203789862
0.28643247, 2.227800974
0.29748604, 2.273577598
0.30835129, 2.314020406
0.31706619, 2.365614346
0.32832121, 2.413819264
0.33833297, 2.469137064
0.34821173, 2.486854973
0.36266393, 2.549054342
0.37061517, 2.573723608
0.37755694, 2.622092356
0.38869415, 2.657821874
0.39921733, 2.679931285
0.41173251, 2.730352376
0.43943355, 2.810410542
0.48122554, 2.982571518
0.5131092, 3.136495549
0.5543749, 3.384066954
0.57507143, 3.527189406
0.61567714, 3.759521715
0.64390616, 3.932065019
0.66739655, 4.117855751
0.69219149, 4.32350858
0.71022704, 4.441305487
0.73636616, 4.721451408
0.76148265, 4.990408168
0.77778212, 5.158876747
0.83945789, 6.014240394
0.87334823, 6.68117962
0.89448289, 7.258587764
0.91735845, 8.241380131
0.93146746, 9.151074775
0.95317438, 10.75996116
0.95706526, 11.21921443
0.97466155, 13.05434188
0.98350435, 15.34305304
0.99393854, 19.94997714
0.99493686, 21.17001321
